ID,Word
710,investigated
711,kenya
712,length
713,longevity
714,low_income
715,measurements
716,methylation
717,multiple
718,northern
719,pace
720,populations
721,predict
722,rare
723,saliva
724,samples
725,sex
726,sibling
727,spot
728,stressors
729,telomere
730,utero
731,190
732,ability
733,acceptability
734,acceptable
735,acceptance
736,adaptation_measures
737,adjusted
738,afford
739,article
740,assesses
741,assessments
742,averting
743,axial
744,challenges
745,concept
746,concluded
747,considerably
748,considerations
749,considering
750,context
751,contrasting
752,criteria
753,demonstrates
754,depict
755,derived
756,developed
757,drastically
758,evaluating
759,example
760,failure
761,fatality
762,finally
763,focus
764,highlight
765,identifying
766,illustrative
767,images
768,implied
769,measures
770,need
771,needs
772,nonuniform
773,noting
774,optimum
775,presented
776,principle
777,provided
778,purpose
779,reducing
780,reflected
781,risk_assessment
782,rod
783,scenarios
784,societies
785,socioeconomic
786,steel
787,sweden
788,tension
789,time
790,uses
791,value
792,vary
793,air_quality
794,areas
795,burning
796,cardias
797,climactic
798,communities
799,daily
800,destroying
801,deteriorating
802,effectuate
803,experiencing
804,extreme
805,facilitating
806,fires
807,forest
808,ice
809,impacting
810,impacts
811,indicated
812,infectious_diseases
813,longer
814,meaningful
815,melting
816,mental
817,merit
818,notable
819,ocean
820,opportunities
821,patient
822,phenomenon
823,planet
824,polar
825,provider
826,residential
827,respiratory
828,shorten
829,spread
830,additional
831,analyze
832,combines
833,contemporary
834,conventional
835,differences
836,dynamics
837,epidemiology
838,events
839,excesses
840,extrapolating
841,forecasts
842,france
843,french
844,heatwaves
845,illustrate
846,impacted
847,incorporate
848,induced
849,influence
850,insufficiencies
851,intervals
852,introduce
853,ipcc
854,lies
855,loss
856,metropolitan
857,models
858,mortality
859,multi
860,predicting
861,prediction
862,predictions
863,projected
864,projections
865,quantify
866,rely
867,significance
868,stratified
869,trends
870,unaccounted
871,utilizing
872,achieving
873,africa
874,carbon
875,contribution
876,effective
877,empirical
878,examines
879,generalized
880,gmm
881,greenhouse_gas
882,implies
883,interacted
884,interaction
885,moments
886,mutes
887,net
888,rate
889,result
890,ssa
891,sub_saharan
892,targeted
893,zero
894,71st
895,affected
896,ahead
897,birthday
898,born
899,business
900,child
901,childhood
902,consequences
903,countdown
904,damage
905,decades
906,developmental
907,director
908,driving
909,early
910,executive
911,face
912,follows
913,food
914,food_security
915,harvests
916,immune
917,infants
918,initiative
919,lancet
920,lasting
921,lives
922,malnutrition
923,nick
924,pathway
925,persistent
926,pervasive
927,prices
928,problems
929,putting
930,relation
931,said
932,shrink
933,small
934,stage
935,stunted
936,threat
937,threatening
938,usual
939,warmer
940,warned
941,watts
942,weak
943,worst
944,0508
945,1108
946,2018
947,african_countries
948,approachthe
949,available
950,conference
951,contributes
952,cop
953,design
954,destruction
955,enshrined
956,facilities
957,findingsthe
958,flood_occurrence
959,focussed
960,governments
961,help
962,history
963,https
964,ijse
965,implement
966,implicationspractical
967,implicationsthe
968,indicates
969,issue
970,limitations
971,mortality_rate
972,originality
973,parties
974,peer
975,publon
976,publons
977,purposethe
978,recommends
979,reviewthe
980,strategies
981,valueprevious
982,364
983,altering
984,ambient
985,calibrated
986,challenge
987,concentrations
988,densely_populated
989,documented
990,exacerbate
991,extreme_events
992,fee
993,frequency
994,gangetic
995,growing
996,highest
997,highly
998,implications
999,india
1000,indus
1001,leading
1002,likely
1003,persistently
1004,plain
1005,pm2
1006,problem
1007,regions
1008,reveals
1009,sensitive
1010,severity
1011,vulnerable
1012,weather_patterns
1013,accompanying
1014,acknowledging
1015,action
1016,advances
1017,african
1018,aggregate
1019,ameliorates
1020,anc
1021,antagonism
1022,apartheid
1023,arisen
1024,belief
1025,biological
1026,capable
1027,capture
1028,care
1029,century
1030,clear
1031,collectivity
1032,complexity
1033,comprehending
1034,constructed
1035,continent
1036,cooperation
1037,corruption
1038,decolonisation
1039,dedicated
1040,desperately
1041,disorder
1042,disparities
1043,domains
1044,ecological
1045,economic_growth
1046,economically
1047,effectively
1048,entropy
1049,equitable
1050,era
1051,erosion
1052,facing
1053,forces
1054,fostering
1055,fuelled
1056,gradual
1057,heart
1058,heritage
1059,highlighted
1060,humanity
1061,humanly
1062,humans
1063,idyllic
1064,improvements
1065,includes
1066,individual
1067,influencing
1068,instabilities
1069,intensifies
1070,interactive
1071,interconnectedness
1072,legacy
1073,long
1074,lying
1075,magnitude
1076,manifest
1077,massive
1078,medicine
1079,microcosm
1080,mirroring
1081,moving
1082,myriad
1083,narrowing
1084,nature
1085,neglected
1086,obstacles
1087,offered
1088,ongoing
1089,organically
1090,overcoming
1091,paradigms
1092,pari
1093,passu
1094,peaceful
1095,pervade
1096,perverse
1097,planetary
1098,point
1099,political
1100,possibilities
1101,predicament
1102,prescient
1103,reached
1104,refusal
1105,relative
1106,reminds
1107,reversion
1108,science
1109,seeking
1110,severely
1111,shifts
1112,sociological
1113,south_africa
1114,spectacular
1115,starkly
1116,steps
1117,success
1118,suggested
1119,thought
1120,threats
1121,transformation
1122,trend
1123,unstable
1124,vision
1125,vital
1126,wide
1127,widening
1128,widespread
1129,aeroallergens
1130,aid
1131,allocation
1132,borne
1133,budget
1134,compensate
1135,demands
1136,disproportional
1137,disruptions
1138,dynamic
1139,enhance
1140,estimate
1141,finds
1142,food_production
1143,formulated
1144,grows
1145,heavier
1146,income_countries
1147,investments
1148,lower
1149,necessary
1150,nonlinearly
1151,policy_makers
1152,pressures
1153,prioritizing
1154,programming
1155,reduced
1156,resilience
1157,resource
1158,resources
1159,respect
1160,sooner
1161,supply
1162,vector_borne
1163,2019
1164,426
1165,america
1166,approximately
1167,asia
1168,australia
1169,body
1170,capital
1171,caribbean
1172,continue
1173,course
1174,dependence
1175,disability
1176,disease
1177,east
1178,family
1179,fat
1180,force
1181,geographic
1182,highincome
1183,highlights
1184,historically
1185,illness
1186,including
1187,insults
1188,japan
1189,latin
1190,leave
1191,lifespan
1192,localized
1193,lose
1194,lost
1195,mean
1196,mechanisms
1197,members
1198,metabolism
1199,noncommunicable_diseases
1200,normal
1201,north_america
1202,numerous
1203,occur
1204,older
1205,past_decades
1206,peers
1207,physiologic
1208,polypharmacy
1209,process
1210,slowing
1211,southeast
1212,surprisingly
1213,thermoregulatory
1214,zealand
1215,100
1216,2008
1217,absolute
1218,caused
1219,civilization
1220,clean
1221,competitive
1222,contracts
1223,covid19
1224,created
1225,current_future
1226,defined
1227,demand
1228,electricity
1229,energy
1230,equal
1231,explains
1232,financial
1233,industrial
1234,inherent
1235,larger
1236,largest
1237,materialism
1238,olduvai
1239,percentage
1240,production
1241,reliable
1242,remain
1243,seven
1244,society
1245,technologies
1246,theory
1247,transformed
1248,unlimited
1249,unprecedented
1250,values
1251,1988
1252,2005
1253,administration
1254,alter
1255,atmospheric
1256,backgrounds
1257,begun
1258,censoc
1259,cleaned
1260,climatological
1261,combine
1262,consists
1263,demographic
1264,emphasize
1265,environmental_conditions
1266,extremes
1267,gestation
1268,groups
1269,harmonized
1270,higher
1271,impair
1272,imprint
1273,later
1274,low
1275,men
1276,monthly
1277,occurrence
1278,oceanic
1279,overshadowed
1280,project
1281,racism
1282,rapidly
1283,records
1284,resolution
1285,socioeconomic_status
1286,stratification
1287,structural
1288,variability
1289,white
1290,130
1291,160
1292,16th
1293,admissions
1294,attributed
1295,averages
1296,avoid
1297,benefits
1298,conservative
1299,dollars
1300,drastic
1301,gain
1302,hospital
1303,implemented
1304,limits
1305,machine
1306,meeting
1307,months
1308,objectives
1309,particulate_matter
1310,pm_10
1311,pm_2
1312,pollutants
1313,present
1314,progressive
1315,recife
1316,recognized
1317,recommended
1318,reduction
1319,represents
1320,sense
1321,shows
1322,simulate
1323,simulated
1324,simulating
1325,standards
1326,world_organization
1327,according
1328,allowed
1329,aral
1330,area
1331,associate
1332,august
1333,births
1334,catastrophic
1335,collect
1336,contrary
1337,delivery
1338,demonstrated
1339,desire
1340,district
1341,drinking_water
1342,ecology
1343,establishing
1344,feedback
1345,fertility
1346,focused
1347,harsh
1348,housing
1349,hypothesis
1350,immigration
1351,improve
1352,incidence
1353,included
1354,income
1355,infant
1356,initial
1357,inside
1358,installation
1359,intend
1360,kazakhstan
1361,kyzylorda
1362,mainly
1363,manifests
1364,maternal
1365,migrate
1366,migration
1367,obtain
1368,occurs
1369,pumps
1370,questionnaires
1371,region
1372,satisfied
1373,sea
1374,secondary
1375,section
1376,september
1377,settlements
1378,showed
1379,situation
1380,socio_economic
1381,stable
1382,survey
1383,tank
1384,trucks
1385,water_availability
1386,wellbeing
1387,words
1388,311
1389,analyzes
1390,benefitted
1391,bolivia
1392,cold
1393,consistent
1394,contributed
1395,cooling
1396,estimations
1397,experienced
1398,highland
1399,highlands
1400,indigenous_peoples
1401,inequality
1402,lowlands
1403,municipalities
1404,past_years
1405,percent
1406,poor
1407,poverty
1408,recent
1409,richer
1410,scattered
1411,simulations
1412,slight
1413,slightly
1414,suggest
1415,warming
1416,1995
1417,2013
1418,attenuate
1419,ciwb
1420,corrected
1421,differs
1422,dimensions
1423,discuss
1424,eco
1425,economics
1426,efficiency
1427,emitted
1428,equality
1429,errors
1430,explored
1431,extent
1432,feminist
1433,improves
1434,increasingly
1435,independently
1436,intensity
1437,labor_force
1438,literatures
1439,little
1440,nations
1441,number
1442,parliament
1443,participation
1444,pcse
1445,popular
1446,prais
1447,ratio
1448,reviewing
1449,schooling
1450,series
1451,typically
1452,way
1453,winsten
1454,women
1455,1980
1456,analyses
1457,andrews
1458,augmented
1459,breaks
1460,check
1461,co2emissions
1462,correction
1463,depend
1464,developing_countries
1465,dickey
1466,dilemma
1467,distributive
1468,drivers
1469,economy
1470,error
1471,faced
1472,fossil_fuels
1473,fuller
1474,gregory
1475,hansen
1476,inevitable
1477,malawi
1478,reality
1479,realize
1480,renewable
1481,sort
1482,usage
1483,zivot
1484,accounted
1485,add
1486,aggressive
1487,aspirational
1488,assumptions
1489,avert
1490,billion
1491,capita
1492,cleaner
1493,combining
1494,compared
1495,constant
1496,emitter
1497,epidemiological
1498,feedbacks
1499,fine_particulate
1500,greenhouse_gases
1501,holding
1502,incorporated
1503,localised
1504,matter
1505,multidimensional
1506,paris_agreement
1507,pivotal
1508,previously
1509,projection
1510,pursuit
1511,ranking
1512,rural
1513,targets
1514,urban_areas
1515,urbanisation
1516,21st_century
1517,agencies
1518,authored
1519,chapter
1520,collaborative
1521,create
1522,currently
1523,deal
1524,demographics
1525,double
1526,federal
1527,figure
1528,joint
1529,prepare
1530,presents
1531,programs
1532,rates
1533,undergoing
1534,worldwide
1535,2017
1536,2100
1537,500
1538,alps
1539,areal
1540,behaviour
1541,eighties
1542,end
1543,ensemble
1544,estimating
1545,eurocordex
1546,glacier
1547,glaciers
1548,italian
1549,majority
1550,observed
1551,rcp4
1552,rcp8
1553,resulted
1554,retreat
1555,severe
1556,shortening
1557,smaller
1558,valley
1559,weakening
1560,applied
1561,applying
1562,compare
1563,comparison
1564,conditioner
1565,conditioners
1566,counter
1567,creating
1568,fields
1569,flood
1570,flooding
1571,good
1572,happily
1573,happy
1574,heatstroke
1575,implementing
1576,individuals
1577,lhple
1578,matching
1579,mitigate
1580,mitigating
1581,necessarily
1582,numerical
1583,propensity
1584,questionnaire
1585,reports
1586,score
1587,spend
1588,use
1589,useful
1590,1057
1591,1758
1592,2014
1593,236
1594,395
1595,462
1596,810
1597,abundant
1598,affecting
1599,bulgaria
1600,burbot
1601,catch
1602,caught
1603,classes
1604,classified
1605,composition
1606,consecutive
1607,conservation
1608,danube
1609,dramatic
1610,earliest
1611,eggs
1612,fecundity
1613,female
1614,fish
1615,fragmentation
1616,happens
1617,linnaeus
1618,lota
1619,male
1620,maturation
1621,maturity
1622,maximal
1623,old
1624,particular
1625,quarter
1626,ranged
1627,ranging
1628,represented
1629,reproducing
1630,sexes
1631,species
1632,specimens
1633,tributaries
1634,valid
1635,varied
1636,weight
1637,winters
1638,1950
1639,abstracts
1640,analytic
1641,calibrate
1642,declining
1643,demography
1644,develop
1645,dropped
1646,euro
1647,generations
1648,households
1649,markets
1650,olg
1651,overlapping
1652,raises
1653,replicates
1654,return
1655,savings
1656,tco2
1657,2011
1658,asian
1659,casualties
1660,collective
1661,difference
1662,differently
1663,disaster
1664,explores
1665,gap
1666,lastly
1667,likewise
1668,natural_disaster
1669,neutral
1670,pose
1671,produced
1672,regional
1673,rights
1674,second
1675,set
1676,taken
1677,vulnerabilities
1678,datasets
1679,explain
1680,gradually
1681,observe
1682,outside
1683,periods
1684,perspective
1685,phenomena
1686,range
1687,requiring
1688,spanning
1689,time_series
1690,understanding
1691,unravel
1692,accords
1693,adaptation_mitigation
1694,adverse_impacts
1695,alongside
1696,alterations
1697,appropriate
1698,bring
1699,climatic
1700,considerable
1701,coordinated
1702,doubt
1703,encompassing
1704,fortunately
1705,gravity
1706,integrate
1707,involve
1708,led
1709,manner
1710,march
1711,modulated
1712,muted
1713,near
1714,nonetheless
1715,paris
1716,possible
1717,postulating
1718,potentially
1719,pressing
1720,progress
1721,prove
1722,recognize
1723,relatively
1724,relentless
1725,remains
1726,renewed
1727,resolve
1728,seemingly
1729,seen
1730,solutions
1731,tackling
1732,turn
1733,turning
1734,undeniably
1735,ways
1736,wide_range
1737,witness
1738,18th
1739,195
1740,19th
1741,adequately
1742,agency
1743,agreed
1744,agreement
1745,agriculture
1746,assist
1747,author
1748,benchmark
1749,brought
1750,calling
1751,celsius
1752,centuries
1753,communications
1754,concerns
1755,consensus
1756,consequent
1757,couple
1758,deeds
1759,deforestation
1760,degrees
1761,easy
1762,effort
1763,emerged
1764,emphasis
1765,essence
1766,extended
1767,fahrenheit
1768,famine
1769,framework
1770,henceforth
1771,historic
1772,hitherto
1773,hydrocarbons
1774,intensive
1775,international
1776,investment
1777,limit
1778,limiting
1779,meet
1780,overcome
1781,overhaul
1782,place
1783,politically
1784,precedents
1785,prevent
1786,productivity
1787,profound
1788,propelled
1789,proportions
1790,pursue
1791,received
1792,reengineering
1793,renewables
1794,require
1795,requires
1796,reverse
1797,revolution
1798,scant
1799,somewhat
1800,sources
1801,special
1802,spending
1803,storage
1804,talks
1805,technological
1806,trillion
1807,unpredictable
1808,0001
1809,beta
1810,biodiversity
1811,bureau
1812,captured
1813,coefficients
1814,comings
1815,communication
1816,concurrently
1817,constructs
1818,dependent
1819,explained
1820,food_safety
1821,food_systems
1822,formation
1823,infrastructure
1824,juveniles
1825,linkages
1826,livelihood
1827,livelihoods
1828,locality
1829,minimal
1830,multivariable
1831,nutritional
1832,outcome
1833,personal
1834,presumptively
1835,promote
1836,prospectively
1837,province
1838,provinces
1839,rapid
1840,reconceptualisation
1841,recreation
1842,scored
1843,sets
1844,situational
1845,sixteen
1846,socialisation
1847,statistics
1848,survival
1849,apace
1850,broad
1851,coming
1852,community
1853,confronted
1854,degrade
1855,demographers
1856,geriatric
1857,human_activity
1858,makes
1859,radical
1860,scientific
1861,segments
1862,spectrum
1863,stress
1864,sustains
1865,toll
1866,trajectory
1867,unchanged
1868,united_states
1869,viewpoint
1870,availability
1871,begins
1872,benefit
1873,cause
1874,cite
1875,draws
1876,epidemic
1877,examples
1878,focuses
1879,influences
1880,morbidity
1881,obesity
1882,pediatric
1883,predicted
1884,preparedness
1885,prevention
1886,seniors
1887,size
1888,unequal
1889,unique
1890,worse
1891,122
1892,200
1893,accelerations
1894,anticipate
1895,anticipated
1896,approaching
1897,argue
1898,calculate
1899,calment
1900,centenarians
1901,cohorts
1902,continued
1903,continuing
1904,eliminated
1905,enabled
1906,exceeded
1907,exponential
1908,facilitate
1909,fundamental
1910,global_warming
1911,gompertz
1912,heat_waves
1913,hygiene
1914,improved
1915,infections
1916,jeanne
1917,lifespans
1918,looking
1919,nearly
1920,nutrition
1921,ozone_levels
1922,record
1923,remarkable
1924,slower
1925,147
1926,amplified
1927,amplify
1928,autocorrelation
1929,autocorrelations
1930,component
1931,components
1932,compose
1933,covariance
1934,ecologists
1935,established
1936,fifth
1937,generation
1938,growth_rate
1939,histories
1940,ignore
1941,immediately
1942,iteroparity
1943,known
1944,lagged
1945,mediate
1946,modelling
1947,modify
1948,pointed
1949,respond
1950,responding
1951,responses
1952,simultaneously
1953,substantially
1954,synthesis
1955,timeframes
1956,understand
1957,vital_rates
1958,aridity
1959,considers
1960,determinants
1961,economists
1962,evapo
1963,evapotranspiration
1964,exploit
1965,human_development
1966,original
1967,precipitations
1968,scientists
1969,shocks
1970,soil
1971,transpiration
1972,able
1973,access
1974,accompanied
1975,acknowledged
1976,ageing
1977,ageism
1978,allow
1979,appear
1980,argued
1981,beginning
1982,brains
1983,called
1984,certain
1985,chronological
1986,contexts
1987,cultural
1988,digital
1989,divide
1990,driven
1991,enabling
1992,fails
1993,firstly
1994,fulfilling
1995,grow
1996,happier
1997,helping
1998,labour
1999,learn
2000,live
2001,market
2002,older_people
2003,opened
2004,pernicious
2005,posed
2006,productive
2007,recognised
2008,recognition
2009,replace
2010,rethink
2011,secondly
2012,termed
2013,thirdly
2014,understood
2015,widely
2016,widened
2017,witnessed
2018,2003
2019,continuous
2020,correlation
2021,drop
2022,european
2023,explanation
2024,healthy
2025,heat
2026,hlye
2027,interrupting
2028,single
2029,starting
2030,wave
2031,worrisome
2032,abattement
2033,ainsi
2034,approche
2035,arising
2036,attenuation
2037,australie
2038,baisse
2039,becker
2040,benefices
2041,bien
2042,calculated
2043,calcule
2044,canada
2045,cas
2046,certaines
2047,cette
2048,changement
2049,chine
2050,climatique
2051,combinant
2052,compte
2053,contre
2054,cout
2055,dans
2056,decoule
2057,des
2058,economique
2059,effet
2060,energie
2061,esperance
2062,est
2063,etats
2064,etre
2065,etude
2066,evalue
2067,forte
2068,fossil
2069,fossile
2070,gaz
2071,implicite
2072,inde
2073,indice
2074,indirectement
2075,indirectly
2076,large
2077,les
2078,lutte
2079,maniere
2080,mitigation_policies
2081,monetaire
2082,monetary
2083,pays
2084,philipson
2085,politiques
2086,pour
2087,price
2088,prise
2089,prix
2090,producing
2091,progres
2092,que
2093,qui
2094,reduit
2095,sante
2096,sectors
2097,serre
2098,shadow
2099,significative
2100,simple
2101,soares
2102,son
2103,suivant
2104,sur
2105,travers
2106,unis
2107,vein
2108,vie
2109,weighs
2110,accomplished
2111,accounting
2112,closely
2113,coupled
2114,decomposition
2115,dietary
2116,elucidate
2117,explanatory
2118,foremost
2119,functional
2120,imply
2121,modern
2122,offs
2123,paradox
2124,power
2125,primary
2126,strong
2127,tied
2128,trade
2129,universal
2130,1958
2131,authors
2132,chile
2133,chilean
2134,downward
2135,favorable
2136,findings_suggest
2137,incomes
2138,lot
2139,populous
2140,rain
2141,simulates
2142,tend
2143,barriers
2144,bems
2145,building
2146,claddings
2147,comfort
2148,comprehensive
2149,confidence
2150,damages
2151,dictates
2152,durability
2153,envelope
2154,environmentally
2155,evolving
2156,fenestration
2157,gaps
2158,gaskets
2159,insulations
2160,material
2161,materials
2162,polymeric
2163,product
2164,progresses
2165,proper
2166,properties
2167,safety
2168,sealants
2169,seeks
2170,shorter
2171,slp
2172,sound
2173,suggestions
2174,surrounding
2175,unexpected
2176,usefulness
2177,users
2178,vapour
2179,2058
2180,20oc
2181,districts
2182,hides
2183,hump
2184,losses
2185,modest
2186,peru
2187,shaped
2188,similarly
2189,substantial
2190,application
2191,approaches
2192,buildings
2193,coarse
2194,compromise
2195,designed
2196,downscaling
2197,dynamical
2198,exist
2199,hour
2200,involves
2201,modifications
2202,overview
2203,phase
2204,select
2205,selecting
2206,selection
2207,sensible
2208,simplest
2209,statistical
2210,temporal
2211,usually
2212,variants
2213,appears
2214,arguably
2215,commonly
2216,corrupt
2217,credence
2218,disparity
2219,explaining
2220,eye
2221,globe
2222,historical
2223,holds
2224,idea
2225,insensitive
2226,intense
2227,interestingly
2228,lend
2229,offer
2230,pattern
2231,positively
2232,practices
2233,prevalence
2234,provincial
