text,label
com from 1947 cinahl ebesco from 1937 the cochrane library wiley from 1992 web of science core collection from 1900 the trip database from 1997 jbi ovid sp from 1998 and the greenfile ebsco,academic
we will also hand search relevant articles bibliographies and search for unpublished studies using google scholar proquest dissertations and theses global and dart europe,academic
this will be completed by exploring the gray literature in opengrey and the grey literature report from inception until 31 october 2023 in collaboration with a librarian,academic
twelve bibliographic databases will be searched for publications up to 31 october 2023,academic
the papers selected will be assessed for their quality,academic
results the electronic database searches were completed in may 2023,academic
retrieved articles are being screened and the study will be completed by october 2023,academic
after removing duplicates our search strategy has retrieved 3449 references,academic
conclusions this systematic review will provide specific knowledge about instruments to measure nurses knowledge awareness motivation attitudes behaviors beliefs skills and competencies regarding climate change and climate associated diseases,academic
population aging urbanization and life expectancy are among the main pillars of sustainable economic social and environmental development of the future as outlined by the sustainable development goals sdgs of the united nations,academic
globally the current population structure exhibits an increasing proportion of the elderly along with rising healthcare costs and climate change,academic
malaysia faces a similar experience where 14 of its population is expected to account for the elderly by 2030,academic
to achieve the sdgs attention should be given to their pillars namely life expectancy health expenditure economic development and carbon emissions,academic
limited research that addresses these key factors has been conducted especially in emerging economies such as malaysia,academic
therefore this study aims to contribute to the existing literature by analyzing the long term and short term relationships between carbon emissions gdp health expenditure and life expectancy in malaysia,academic
the autoregressive distributed lag ardl bounds cointegration test was adopted to determine the long term and short term effects on life expectancy from 1997 to 2021,academic
the findings indicate that cointegration existed among the variables and carbon emissions and health expenditure had a statistically significant relationship with life expectancy in the short run,academic
hence greater attention should be paid to these two factors particularly in the short term to ensure that malaysia can maintain the health and well being of the nation in line with the sdg requirements,academic
as a consequence of climate change and its negative impacts on the environment and on human health the topic of sustainability has become an integral part of urban policy,academic
smart city initiatives around the world are focusing on different aspects of sustainability in order to provide better living conditions for their residents,academic
the aim of this study is to investigate the impact of selected smart city indicators on the average life expectancy as a variable for quality of life and well being,academic
based on a common correlated effects cce model instrumental variable estimator with common factors 2siv and clustering regression model eu countries were divided into three distinct clusters indicating common elements but also specificities of each group,academic
the analysis confirmed the positive impact of gdp growth renewable energy consumption and the proportion of the population with a tertiary level of education on life expectancy,academic
on the other hand co2 emissions and transport pollution have an adverse effect,academic
the analysis provides valuable insights into the complex relationship between smart city variables and quality of life and it may serve as a basis for informed and responsible decision making by relevant urban stakeholders aimed at designing more sustainable resilient and healthier cities,academic
water quality degradation has turned out to be of crucial importance due to various factors over the past decade,academic
pollution climate change and population growth are the factors that affect water quality,academic
contaminations such as microorganisms heavy metals and excessive nitrogen and phosphorous disrupt water ph levels posing significant health risks,academic
despite the innovation in the internet of things iot allowing balancing the ph by adding chlorine and fluoride after the disinfection step several security issues e,academic
distributed denial of service data manipulation and session hijacking manoeuvre the operational performance of the water treatment plants,academic
this causes people to consume polluted water which has many adverse effects on human health and reduces life expectancy,academic
to address this critical concern we propose a novel approach integrating artificial intelligence ai and blockchain technology into water treatment plant management,academic
our methodology utilizes a standard water quality dataset which has features such as ph and total hardness which is used for binary classification indicating water as potable or not potable,academic
we employ various ai classifiers such as stochastic gradient descent classifier sgdc decision tree dt naive bayes nb k nearest neighbours knn and logistic regression lr,academic
furthermore an interplanetary file system ipfs based public blockchain is integrated to resist the data manipulation attack where the potable water sample is securely stored in the blockchain s immutable ledger,academic
the proposed model is evaluated using various performance metrics such as confusion matrix analysis learning curve assessment training accuracy and blockchain scalability,academic
notably the dt model emerges as the best performing classifier with an accuracy of 99,academic
41 and scalability of 35 with 120 data transactions,academic
life expectancy lex is an important indicator of the general health status and quality of life of a country,academic
it is directly related to factors such as the effectiveness of a country s health policies and the level of social and economic welfare,academic
carbon dioxide co2 emissions are one of the key causes of global climate change and have direct negative impacts on human health through air pollution,academic
many studies in the literature have revealed that high co2 emissions have negative effects on health and reduce life expectancy,academic
this study probably the first of its kind in azerbaijan was analyzed using data for the period 1974 2022,academic
the stationarity of the variables was tested with nonlinear unit root tests such as kss sollis and kruse and it was found that they were not stationary at the level,academic
the existence of a cointegration relationship between the variables was determined through the a ardl method,academic
based on the results obtained from ccr and fmols method a 1 increase in co2 leads to a 0,academic
15 decrease in lex,academic
in addition the results of the fty causality test revealed that there is unidirectional causality from co2 to lex,academic
the goal of this study is to examine the association between in utero drought exposure and epigenetic age acceleration eaa in a global climate change hot spot,academic
calculations of eaa in adults using dna methylation have been found to accurately predict chronic disease and longevity,academic
however fewer studies have examined eaa in children and drought exposure in utero has not been investigated,academic
additionally studies of eaa in low income countries with diverse populations are rare,academic
we assess eaa using epigenetic clocks and two dnam based pace of aging measurements from whole saliva samples in 104 drought exposed children and 109 same sex sibling controls in northern kenya,academic
we find a positive association between in utero drought exposure and eaa in two epigenetic clocks hannum s and grimage and a negative association in the dnam based telomere length dnamtl clock,academic
the combined impact of drought s multiple deleterious stressors may reduce overall life expectancy through accelerated epigenetic aging,academic
climate change risk assessment studies focus on identifying and analyzing different risks considering several climate change scenarios and on evaluating the cost effectiveness of different adaptation measures,academic
however risk acceptability is often not reflected on in the context of climate change risk studies,academic
noting that the different climate change scenarios depict drastically contrasting images of the future in terms of population growth economic development and changes to life expectancy this article uses risk acceptance criteria that are based on socioeconomic considerations to highlight the need for nonuniform risk acceptability across climate change scenarios,academic
for this purpose the optimum implied cost of averting a fatality derived based on the life quality index concept and the value of a quality adjusted life year derived based on the time principle of acceptable life risk are assessed in three different climate change scenarios for sweden,academic
additionally an illustrative example that assesses the acceptable probability of failure of a steel rod under axial tension in the different climate change scenarios is presented,academic
it is shown that risk acceptance criteria can vary considerably across the different climate change scenarios e,academic
more than 190 variation in the acceptable probability of failure for sweden in the considered example,academic
this article demonstrates that the ability of societies to afford risk reducing measures may vary considerably across the different climate change scenarios,academic
hence it can be concluded that 1 in the context of climate change risk assessments risk acceptance criteria need to be developed to account for the different climate change scenarios and 2 these criteria may vary considerably across the different climate change scenarios,academic
finally relevant challenges and research needs are also provided,academic
the phenomenon of climate change is impacting the planet with notable effect,academic
polar ice is melting ocean levels are rising daily temperatures are increasing forest fires are burning longer and destroying more residential areas and urban air quality levels are deteriorating,academic
at the same time human health is experiencing the effects of exposure to changing climate,academic
research has indicated that extreme climactic conditions can shorten life expectancy and impact cardias respiratory and mental health as well as facilitating the spread of some infectious diseases,academic
the health related impacts of climate change merit serious attention in the patient and provider communities,academic
opportunities to effectuate meaningful changes are examined,academic
most contemporary mortality models rely on extrapolating trends or past events,academic
however population dynamics will be significantly impacted by climate change notably the influence of temperatures on mortality,academic
in this paper we introduce a novel approach to incorporate temperature effects on projected mortality using a multi population mortality model,academic
this method combines a stochastic mortality model with a climate epidemiology model predicting mortality variations due to daily temperature fluctuations be it excesses or insufficiencies,academic
the significance of this approach lies in its ability to disrupt mortality projections by utilizing temperature forecasts from climate models and to assess the impact of this unaccounted risk factor in conventional mortality models,academic
we illustrate this proposed mortality model using french data stratified by gender focusing on past temperatures and mortality,academic
utilizing climate model predictions across various ipcc scenarios we investigate gains and loss in life expectancy linked to temperatures and the additional mortality induced by extreme heatwaves and quantify them by assessing this new risk factor in prediction intervals,academic
furthermore we analyze the geographical differences across the metropolitan france,academic
this paper examines the effect of climate change on health outcomes in sub saharan africa ssa,academic
greenhouse gas emission was used as the measure of climate change while life expectancy rate was used as the measure of health outcomes,academic
this paper s significant contribution is how the interaction of climate change and government effectiveness index influence health outcomes in ssa,academic
we estimated the impact of climate change on health outcomes using the panel system generalized method of moments gmm method,academic
our empirical result show that there is a negative and significant relationship between climate change and life expectancy in the short and long run,academic
in addition we find that if effective government policy is interacted with climate change this mutes the negative impact of climate change on health outcomes in ssa,academic
this implies that with effective government policies targeted toward achieving net zero carbon emission climate change is not expected to have a significant impact on health outcomes in ssa,academic
if the world follows a business as usual pathway in relation to the climate emergency a child born today will face a world that is on average 4 c warmer by their 71st birthday putting their health under threat at every stage of their lives a global report on health and climate change has warned,academic
1 as temperatures rise harvests will shrink threatening food security and driving up food prices in the decades ahead said the lancet countdown report,academic
infants and small children will be among the worst affected by malnutrition and related health problems such as stunted growth weak immune systems and long term developmental problems,academic
nick watts executive director of the lancet initiative said the damage done in early childhood is persistent and pervasive with health consequences lasting for a,academic
purposethe purpose of this paper is to investigate the effect of flood occurrence on mortality rate and life expectancy amongst 53 african countries,academic
design methodology approachthe study utilizes panel data from the period 2000 2018 on 53 african countries and system generalized method of moments system gmm for the analysis,academic
findingsthe result indicates that flood occurrence causes the destruction of health facilities and the spread of diseases which reduces life expectancy,academic
in addition flood occurrence increases mortality rate amongst 53 african countries,academic
research limitations implicationspractical implicationsthe study recommends that governments amongst african countries should implement strategies being enshrined in conference of parties cop 2021 on climate change,academic
this will help to reduce the level of climate change and flood occurrence,academic
originality valueprevious studies focussed on the adverse effect of flood occurrence without considering the issue of life expectancy amongst african countries,academic
this study contributes to existing empirical studies by examining the effect of flood occurrence on mortality rate and life expectancy amongst african countries,academic
peer reviewthe peer review history for this article is available at https publons,academic
air pollution is a growing concern in india and its adverse health effects are well documented,academic
climate change is likely to exacerbate this problem by altering weather patterns and increasing the frequency and severity of extreme events,academic
this paper examines the potential impact of climate change on ambient air pollution in india and its implications for policy design,academic
our analysis reveals that pollution in india is highly sensitive to variation in weather particularly in the densely populated indus gangetic plain,academic
using our estimated relationship between weather and pollution we predict that changing weather patterns will increase average pm2,academic
5 concentrations by 3,academic
1 µg m3 leading to a loss of 364 million years of life expectancy,academic
to address this challenge we propose an emissions fee calibrated to be highest in regions most vulnerable to persistently high levels of pollution and most sensitive to future deterioration in air quality due to climate change,academic
despite massive global economic growth and advances in science and medicine with spectacular aggregate and individual improvements in health and life expectancy over the past century the world has now become severely unstable in multiple domains biological sociological political ecological economic and health care,academic
these pervasive instabilities are organically interactive within a complex world system that has reached crisis status at local global and planetary levels,academic
lying at the heart of this complex crisis are long neglected disparities in health and well being within and between countries the refusal to face how these and climate change have arisen and how economic considerations have fuelled the trend towards entropy gradual decline of the planet into disorder,academic
the critical point we have reached starkly highlighted by the emergence of the covid 19 pandemic pari passu with ongoing climate change and planetary degradation reminds us of our global interconnectedness with each other and with nature,academic
comprehending and acknowledging the myriad humanly constructed forces in each of these domains influencing all aspects of life are the first steps towards effectively facing challenges to our health our humanity collectivity as humans and our planet,academic
overcoming denial acknowledging the magnitude and complexity of these challenges prescient vision and dedicated action capable of fostering the cooperation for overcoming obstacles are now vital to seeking peaceful pathways towards more equitable and sustainable lives,academic
south africa is a microcosm of the world with its local threats and challenges mirroring the global,academic
significance instabilities that pervade the world highlighted by the covid 19 pandemic are especially significant for south africa where they manifest most starkly because of its apartheid legacy its relative success economically on the african continent and the implications of ongoing widening disparities and antagonism amongst south africa s diverse people,academic
belief in moving towards narrowing wide disparities through decolonisation and reversion to an idyllic african heritage via a transformation that includes widespread corruption and the anc government s perverse erosion of lives today and in the future through state capture intensifies rather than ameliorates our predicament in an era when cooperation and a clear vision of current threats and future possibilities are desperately needed,academic
in an accompanying article potential pathways towards a better future are offered through suggested shifts in paradigms of thought and action,academic
climate change has among others impacts on human health and by consequence on healthcare systems,academic
some impacts are direct such as extreme events air pollution and aeroallergens and some are indirect such as reduced food production and supply vector borne and water borne infectious diseases and social and economic disruptions,academic
the main aim of this paper is to study the pressures of climate change on national healthcare systems,academic
an empirical dynamic resource allocation problem is proposed to estimate how healthcare systems may be affected by climate change,academic
the problem is formulated as a nonlinear programming model which finds the optimal allocation of healthcare resources that compensate for life expectancy reductions due to climate change,academic
we examine various scenarios of climate impacts to estimate the additional budget and healthcare resources needed,academic
the results show that the necessary healthcare budget grows nonlinearly with respect to impacts with disproportional demands on lower income countries,academic
finally the necessary healthcare investments should be made sooner as climate impacts become heavier,academic
our methodology could aid policy makers in prioritizing measures to enhance the climate resilience of national healthcare systems,academic
the united nations report also highlights that life expectancy at birth is rising and is projected to continue rising predicting that by 2050 the global mean lifespan will be about 77 years,academic
3 in the past few decades population aging has become widespread whereas historically it was localized to a few geographic areas such as japan and europe,academic
2 today aging populations in east and southeast asia latin america and the caribbean australia and new zealand and europe and north america are driving the phenomenon of global population aging,academic
3 of course aging is a normal physiologic process,academic
there are numerous changes that occur as people age including changes to body fat distribution and thermoregulatory mechanisms as well as a general slowing of metabolism,academic
as we age we also experience the combined effects of various insults to our health over our lifespan which for some result in disease or illness,academic
noncommunicable diseases are common in the elderly population representing globally approximately 426 million disability adjusted life years lost among those older than 70 in 2019,academic
4 not surprisingly in highincome countries polypharmacy also increases as humans age 5 further increasing the risk of adverse health effects,academic
in addition as people age their social capital might decrease as they leave the work force and they might lose family members and peers or increase their dependence on others,academic
the death of industrial civilization explains how the contemporary ecological crisis within industrial society is caused by the values inherent in unlimited economic growth and competitive materialism,academic
it demonstrates the central role and importance of electricity and what policy makers need to do in order to ensure that current and future systems remain reliable even as they are transformed by the rise of clean energy technologies,academic
the novel covid19 pandemic has created an unprecedented global health and economic crisis,academic
the result of such a scenario is that energy demand contracts by 6 the largest in 70 years in percentage terms and the largest ever in absolute terms,academic
the impact of covid19 on energy demand in 2020 would be more than seven times larger than the impact of the 2008 financial crisis on global energy demand and this is what the olduvai theory is defined by e energy production population,academic
it states that the life expectancy of industrial civilization is less than or equal to 100 years,academic
global climate change can impact populations rapidly through the increased occurrence of natural disasters and climate extremes but also through long term gradual changes that alter environmental conditions and impair biological processes,academic
here i investigate whether ambient temperatures in utero and during the early years of life are associated with reductions in life expectancy,academic
i combine monthly state level climatological data from the national oceanic and atmospheric administration with high resolution individual level mortality data from the censoc project which consists of cleaned and harmonized social security administration death records from 1988 2005,academic
results indicate that exposure to higher ambient temperatures during gestation and the first four years of life are associated with increased mortality risk in later life for white men from low socioeconomic status backgrounds but not other groups,academic
it is likely that the effect of climate variability on later life mortality for non white men is overshadowed by structural systems of racism that impact health stratification,academic
overall the results emphasize how climate change has already begun to imprint itself onto demographic processes,academic
recife is recognized as the 16th most vulnerable city to climate change in the world,academic
in addition the city has levels of air pollutants above the new limits proposed by the world health organization who in 2021,academic
in this sense the present study had two main objectives 1 to evaluate the health and economic benefits related to the reduction in mean annual concentrations of pm_10 and pm_2,academic
5 considering the new limits recommended by the who 15 µg m 3 pm_10 and 5 µg m 3 pm_2,academic
5 and 2 to simulate the behavior of these pollutants in scenarios with increased temperature 2 and 4 c using machine learning,academic
the averages of pm_2,academic
5 and pm_10 were above the limits recommended by the who,academic
the scenario simulating the reduction in these pollutants below the new who limits would avoid more than 130 deaths and 84 hospital admissions for respiratory or cardiovascular problems,academic
this represents a gain of 15,academic
2 months in life expectancy and a cost of almost 160 million dollars,academic
regarding the simulated temperature increase the most conservative 2 c and most drastic 4 c scenarios predict an increase of approximately 6,academic
5 and 15 respectively in the concentrations of pm_2,academic
5 and pm_10 with a progressive increase in deaths attributed to air pollution,academic
the study shows that the increase in temperature will have impacts on air particulate matter and health outcomes,academic
climate change mitigation and pollution control policies must be implemented for meeting new who air quality standards which may have health benefits,academic
the research aimed to investigate the impacts of climate change and water availability on the socio economic aspects and overall health of the population in aral district of kyzylorda region of the republic of kazakhstan,academic
the study focused on the following indicators demographic characteristics of fertility mortality total infant maternal natural population growth and life expectancy population health indicators disease incidence growth due to adverse ecology and harsh climate in 2005 2019,academic
in addition a sociological survey was conducted august 31 september 10 in 15 settlements inside the study area that included 120 people,academic
the survey aimed to collect feedback from the district residents on their general wellbeing and health status,academic
the questionnaires and survey allowed establishing that overall the residents in the study area were satisfied with their level of income did not associate their health condition with climate change and did not intend to migrate elsewhere,academic
in other words in aral district of kyzylorda region population migration occurs mainly due to the desire to obtain secondary and higher education as well as improve housing conditions,academic
the water supply in the study area showed no significant regression relation with climate change due to the installation of water pumps and delivery of drinking water by tank trucks,academic
the most important finding is that contrary to the initial hypothesis based on the survey outcomes the district demonstrated a stable increase in population due to births and immigration,academic
thus according to this study kazakhstan s section of the aral sea region manifests no catastrophic situation,academic
this paper analyzes the direct evidence of climate change in bolivia during the past 60 years and estimates how these changes have affected life expectancy and consumption levels for each of the 311 municipalities in bolivia,academic
contrary to the predictions of most general circulation models the evidence shows a consistent cooling trend of about 0,academic
2 c per decade over all highland areas slight and scattered evidence of warming in the lowlands and no systematic changes in precipitation,academic
the estimations indicate that the 1 c cooling experienced in the already cold highlands over the past five decades likely has reduced consumption possibilities by about 2 3 percent in these areas,academic
since the much richer population in the lowlands have benefitted slightly from recent climate change the simulations suggest that recent climate change has contributed to an increase in inequality and poverty in bolivia,academic
poor and indigenous peoples in the highlands are among the most severely affected populations,academic
no statistically significant effect on life expectancy was found,academic
the carbon intensity of well being ciwb a ratio measuring the amount of co2 emitted per unit of life expectancy at birth is an increasingly popular way to measure the ecological efficiency of nations,academic
although research demonstrates that economic development typically reduces this efficiency little research has explored the extent to which social equality improves it,academic
this study uses panel data for 70 nations between 1995 and 2013 to assess how various aspects of gender equality affect the ecological efficiency of nations,academic
we estimate a series of prais winsten regression models with panel corrected standard errors pcse to assess how increases in the percentage of women in parliament expected years of education for women and the percentage of women in the labor force independently affect ciwb,academic
our findings indicate that across all nations increases in the percentage of women in parliament and expected years of schooling reduce ciwb however increases in the percentage of women in the labor force increase ciwb,academic
our results further show that the relationship between different dimensions of gender equality and ciwb differs between more developed and less developed nations,academic
finally we find that increases in the number of women in parliament and women s education attenuate the relationship between women s labor force participation and ciwb,academic
we discuss the variation in our results by reviewing relevant eco gender literatures and feminist economics,academic
this paper analyses the dynamic relationship between economic growth renewable energy electricity consumption co2emissions and life expectancy for malawi during the period between 1980 and 2010,academic
unit root tests were conducted using augmented dickey fuller tests whereas zivot andrews test was used to check structural breaks within the data,academic
the gregory hansen cointegration test revealed that there was cointegration among the variables,academic
empirical results from the autoregressive distributive lag error correction model showed the existence of both long run and short run association among the variables,academic
today climate change is an inevitable reality,academic
malawi and other developing countries are faced with some sort of a dilemma,academic
on the one hand they have to achieve high economic growth which will depend on energy as one of its drivers,academic
on the other hand they need to ensure that they reduce usage of non renewable fossil fuels to maintain meaningful levels of carbon emissions in order to realize better health outcomes such as life expectancy,academic
this issue is important in this respect and according to the results obtained it has been revealed that there is a positive relationship between carbon emissions and the economy in the short term only,academic
furthermore the study findings showed that economic growth has positive and significant relationship with renewable energy electricity consumption and life expectancy in the long term,academic
despite low per capita emissions with over a billion population india is pivotal for climate change mitigation globally ranking as the third largest emitter of greenhouse gases,academic
we linked a previously published multidimensional population projection with emission projections from an integrated assessment model to quantify the localised i,academic
state level health benefits from reduced ambient fine particulate matter in india under global climate change mitigation scenarios in line with the paris agreement targets and national scenarios for maximum feasible air quality control,academic
we incorporated assumptions about future demographic urbanisation and epidemiological trends and accounted for model feedbacks,academic
our results indicate that compared to a business as usual scenario pursuit of aspirational climate change mitigation targets can avert up to 8,academic
0 million premature deaths and add up to 0,academic
7 years to life expectancy le at birth due to cleaner air by 2050,academic
combining aggressive climate change mitigation efforts with maximum feasible air quality control can add 1,academic
6 years to le,academic
holding demographic change constant we find that climate change mitigation and air quality control will contribute slightly more to increases in le in urban areas than in rural areas and in states with lower socio economic development,academic
as life expectancy rates continue to increase and fertility rates continue to decline globally in the 21st century the demographics of aging populations are undergoing an unprecedented change that will have significant consequences for the health outcomes of older adults at risk,academic
according to demographic data in a joint report authored by five federal agencies 8,academic
5 of the world s population is currently age 65 and older a figure projected to double by 2050,academic
this chapter presents an analysis of the impact of climate change on the health outcomes of aging populations worldwide,academic
it examines how the collaborative efforts of the federal government and the public health system can be utilized to create policies and programs that can prepare aging communities to deal effectively with the health consequences of our changing environment,academic
the behaviour of the valley glaciers of the italian alps as a result of the climate changes expected for the 21st century has been investigated,academic
from 1980 to 2017 the average length reductions of these glaciers has been 16 and their average areal reduction around 22 much smaller than the overall glacier retreat of the alps,academic
their mean observed shortening was about 500 m for a temperature increase of 1,academic
to quantify the valley glacier life expectancy a model estimating their length variations from the air temperature variations of the eurocordex climatological projections of six different models under rcp4,academic
5 and rcp8,academic
5 scenarios has been used,academic
the ensemble mean temperatures in the italian alps region under these scenarios indicate increases of temperature of 2 c and 4 c from 2018 to 2100 respectively,academic
in both scenarios the glacier model projections show a constant retreat until the eighties weakening towards the end of the century,academic
as expected it resulted more severe under the rcp8,academic
5 from 22 to 48 than under the rcp4,academic
5 from 10 to 25 scenario with a mean length shortening of 35 and 13 respectively by 2100,academic
the model used estimates that the majority of the valley glaciers could better resist the climate change,academic
measures to mitigate climate change are being considered all over the world,academic
reducing the use of air conditioners is one such measure,academic
while it seems to be effective in mitigating climate change it may also reduce individuals well being and increase the risk of heatstroke,academic
to compare the impact of reducing air conditioner use and the mortality risks the indicator loss of happy life expectancy lhple which measures the reduction in the length of life that individuals can spend happily was used,academic
the reduction in well being due to non use of air conditioners was obtained by applying the propensity score matching method to the results of a questionnaire,academic
we evaluated the impact of reducing air conditioner use in both the current and future situation in comparison to the mortality risk from flood and heatstroke respectively,academic
the increase in mortality risk due to flooding was estimated based on numerical simulation and the increase in the risk of mortality due to heatstroke was estimated based on existing reports in japan,academic
using these results the magnitude of the impacts on lhple caused by the reduction in well being due to the non use of an air conditioner and the increase in the mortality risks were compared both for the current situation and the future,academic
