tokens,tokens_str,label
"['many', 'scholars', 'focus', 'impact', 'climate_change', 'pollution', 'economic', 'green', 'growth', 'linked', 'cultural', 'variables', 'discussed', 'sociocultural', 'factors', 'measured', 'world', 'values', 'surveys', 'environmental', 'deterioration', 'presented', 'different', 'types', 'pollution', 'independently', 'essential', 'economic', 'sustainability', 'article', 'refers', 'sociocultural', 'index', 'sustainability', 'environmental', 'deterioration', 'index', 'calculated', 'principal', 'component', 'sociocultural', 'index', 'formed', 'culture', 'dimensions', 'mentioned', 'hofstede', '1980', 'masculinity', 'individualism', 'power', 'distance', 'also', 'social', 'development', 'life_expectancy', 'education', 'level', 'based', 'environmental', 'kuznets', 'curve', 'strong', 'linkage', 'among', 'environmental_degradation', 'income', 'level', 'applies', 'panel', 'using', 'generalized', 'least', 'square', 'estimation', 'due', 'existence', 'heteroskedasticity', 'serial', 'correlation', 'validate', 'durbinwatson', 'test', 'breuschpagan', 'test', 'respectively', 'taken', 'world', 'value', 'surveys', 'european', 'value', 'surveys', 'hofstede', 'dimensions', 'world_bank', 'gdp', 'per_capita', 'fdi', 'life_expectancy', 'birth', 'tertiary', 'school', 'enrollment', 'land', 'pollution', 'statistics', 'world', 'energy', 'co2', 'years', '20002022', 'show', 'negative', 'causal', 'relationship', 'sociocultural', 'economic', 'sustainability', 'positive', 'impact', 'environmental', 'deterioration', 'economic']",many scholars focus impact climate_change pollution economic green growth linked cultural variables discussed sociocultural factors measured world values surveys environmental deterioration presented different types pollution independently essential economic sustainability article refers sociocultural index sustainability environmental deterioration index calculated principal component sociocultural index formed culture dimensions mentioned hofstede 1980 masculinity individualism power distance also social development life_expectancy education level based environmental kuznets curve strong linkage among environmental_degradation income level applies panel using generalized least square estimation due existence heteroskedasticity serial correlation validate durbinwatson test breuschpagan test respectively taken world value surveys european value surveys hofstede dimensions world_bank gdp per_capita fdi life_expectancy birth tertiary school enrollment land pollution statistics world energy co2 years 20002022 show negative causal relationship sociocultural economic sustainability positive impact environmental deterioration economic,academic
"['disease', 'healing', 'indus', 'civilisation', 'presents', 'synthesis', 'currently', 'known', 'health', 'disease', 'healing', 'indus', 'civilisation', 'third', 'early', 'second', 'millennia', 'bce', 'underpinned', 'original', 'result', 'detailed', 'human', 'skeletal', 'remains', 'material', 'culture', 'increasing', 'awareness', 'natural', 'environment', 'combined', 'knowledge', 'palaeoepidemiology', 'natural', 'history', 'disease', 'ancient', 'climate_change', 'known', 'healing', 'health', 'contemporary', 'bronze', 'age', 'societies', 'near', 'east', 'indus', 'civilisation', 'contact', 'possible', 'piece', 'together', 'picture', 'diseases', 'period', 'practice', 'healing', 'development', 'public_health', 'first', 'time', 'book', 'illustrates', 'health', 'life_expectancy', 'illnesses', 'injuries', 'bottom', 'society', 'suffered', 'work', 'home']",disease healing indus civilisation presents synthesis currently known health disease healing indus civilisation third early second millennia bce underpinned original result detailed human skeletal remains material culture increasing awareness natural environment combined knowledge palaeoepidemiology natural history disease ancient climate_change known healing health contemporary bronze age societies near east indus civilisation contact possible piece together picture diseases period practice healing development public_health first time book illustrates health life_expectancy illnesses injuries bottom society suffered work home,academic
"['human_development', 'index', 'hdi', 'positive', 'dynamics', 'since', '1990', 'overall', 'indicator', 'evaluating', 'achievements', 'three', 'basic', 'dimensions', 'human_development', 'long', 'healthy', 'life', 'knowledge', 'decent', 'standard', 'living', 'challenges', 'recent_years', 'short', 'longterm', 'consequences', 'changed', 'hdi', 'trend', 'article', 'based', 'modern', 'scientists', 'experts', 'analyzes', 'reasons', 'current', 'trajectory', 'human_development', 'index', 'identifies', 'potential', 'trends', 'hypothesis', 'hysteresis', 'new', 'feature', 'determines', 'dynamics', 'human_development', 'index', 'became', 'starting', 'point', 'analyzing', 'direct_indirect', 'consequences', 'components', 'forming', 'hysteresis', 'covid19_pandemic', 'creates', 'phenomenon', 'hysteresis', 'human_development', 'intensification', 'military', 'conflicts', 'climate_change', 'covid19_pandemic', 'led', 'loss', 'human', 'lives', 'reduced', 'life_expectancy', 'interrupted', 'access', 'education', 'caused', 'economic', 'recession', 'global', 'economy', 'covid19_pandemic', 'caused', 'economic', 'recession', 'global', 'gdp', 'decreased', 'incomes', 'decreased', 'trend', 'toward', 'decrease', 'poverty', 'level', 'stopped', 'background', 'growing', 'debt', 'burden', 'addition', 'direct', 'effects', 'covid19_pandemic', 'indirect', 'impact', 'peoples', 'health', 'deteriorating', 'mental_health', 'due', 'isolation', 'domestic', 'violence', 'escalation', 'military', 'conflicts', 'led', 'death', 'people', 'increase', 'number', 'forcibly', 'displaced', 'persons', 'destruction', 'housing', 'educational', 'institutions', 'infrastructure', 'facilities', 'climate_change', 'increased', 'risks', 'food_insecurity', 'outbreaks', 'epidemics', 'number', 'victims', 'natural_disasters', 'increased', 'article', 'states', 'undp', 'experts', 'see', 'causes', 'hysteresis', 'mismanagement', 'inadequate', 'response', 'covid19_pandemic', 'allowing', 'military', 'conflicts', 'consequences', 'beyond', 'borders', 'wartorn', 'countries', 'insufficient', 'efforts', 'mitigate', 'consequences', 'climate_change', 'established', 'hdi', 'trend', 'changed', 'new', 'outlook', 'improved', 'policies', 'institutions', 'contribute', 'production', 'global', 'public', 'goods', 'keywords', 'human_development', 'index', 'hysteresis', 'phenomenon', 'economic_development', 'world', 'economy', 'sustainable_development', 'goals']",human_development index hdi positive dynamics since 1990 overall indicator evaluating achievements three basic dimensions human_development long healthy life knowledge decent standard living challenges recent_years short longterm consequences changed hdi trend article based modern scientists experts analyzes reasons current trajectory human_development index identifies potential trends hypothesis hysteresis new feature determines dynamics human_development index became starting point analyzing direct_indirect consequences components forming hysteresis covid19_pandemic creates phenomenon hysteresis human_development intensification military conflicts climate_change covid19_pandemic led loss human lives reduced life_expectancy interrupted access education caused economic recession global economy covid19_pandemic caused economic recession global gdp decreased incomes decreased trend toward decrease poverty level stopped background growing debt burden addition direct effects covid19_pandemic indirect impact peoples health deteriorating mental_health due isolation domestic violence escalation military conflicts led death people increase number forcibly displaced persons destruction housing educational institutions infrastructure facilities climate_change increased risks food_insecurity outbreaks epidemics number victims natural_disasters increased article states undp experts see causes hysteresis mismanagement inadequate response covid19_pandemic allowing military conflicts consequences beyond borders wartorn countries insufficient efforts mitigate consequences climate_change established hdi trend changed new outlook improved policies institutions contribute production global public goods keywords human_development index hysteresis phenomenon economic_development world economy sustainable_development goals,academic
"['rapid', 'explores', 'causes', 'consequences', 'air_pollution', 'nepal', 'focusing', 'particulate_matter', 'pm25', 'drawing', 'academic', 'grey', 'expanding', 'geographical', 'thematic', 'gaps', 'notably', 'conducted', 'kathmandu', 'valley', 'major', 'causes', 'include', 'urbanisation', 'vehicular', 'emissions', 'brick', 'kilns', 'transboundary', 'pollution', 'health', 'impacts', 'severe', 'reducing', 'life_expectancy', 'causing', 'cardiovascular', 'lung', 'diseases', 'economic_costs', 'amounting', 'gdp', 'political', 'environmental', 'dimensions', 'also', 'crucial', 'including', 'impacts', 'education', 'tourism', 'need', 'coordinated', 'efforts', 'address', 'air_quality', 'climate_change']",rapid explores causes consequences air_pollution nepal focusing particulate_matter pm25 drawing academic grey expanding geographical thematic gaps notably conducted kathmandu valley major causes include urbanisation vehicular emissions brick kilns transboundary pollution health impacts severe reducing life_expectancy causing cardiovascular lung diseases economic_costs amounting gdp political environmental dimensions also crucial including impacts education tourism need coordinated efforts address air_quality climate_change,academic
"['humanity', 'faces', 'unprecedented', 'survival', 'challenge', 'climate_change', 'driven', 'depletion', 'natural_resources', 'excessive', 'waste', 'generation', 'deforestation', 'six', 'nine', 'planetary', 'boundaries', 'exceeded', 'signaling', 'earth', 'far', 'safe', 'operating', 'space', 'humanity', 'viewpoint', 'article', 'explore', 'three', 'critical', 'atomicmolecular', 'challenges', 'earths', 'limited', 'atomic', 'resources', 'oxidative', 'nature', 'rich', 'chemistry', 'addressing', 'requires', 'transformation', 'produce', 'consume', 'emphasizing', 'sustainable', 'practices', 'aligned', 'united_nations', 'goals', 'advancement', 'science', 'technology', 'extended', 'human', 'life_expectancy', 'improved', 'quality_life', 'however', 'ensure', 'sustainable_future', 'must', 'move', 'towards', 'less', 'oxidative', 'chemical', 'processes', 'incorporate', 'ch4co2', 'redox', 'chemistry', 'circular', 'economy', 'transition', 'linear', 'fossil', 'fueldependent', 'economy', 'circular', 'bioeconomy', 'reforestation', 'recovery', 'degraded', 'lands', 'essential', 'alongside', 'shift', 'towards', 'green', 'sustainable', 'chemistry', 'earths', 'dynamic', 'chemistry', 'governed', 'principles', 'thermodynamics', 'kinetics', 'science', 'alone', 'insufficient', 'achieving', 'global', 'sustainability', 'requires', 'coordinated', 'economic', 'political', 'social', 'decisions', 'recognize', 'earths', 'limited', 'resources', 'oxidative', 'nature', 'together', 'efforts', 'position', 'humanity', 'meet', 'challenges', 'climate_change', 'secure', 'sustainable_future']",humanity faces unprecedented survival challenge climate_change driven depletion natural_resources excessive waste generation deforestation six nine planetary boundaries exceeded signaling earth far safe operating space humanity viewpoint article explore three critical atomicmolecular challenges earths limited atomic resources oxidative nature rich chemistry addressing requires transformation produce consume emphasizing sustainable practices aligned united_nations goals advancement science technology extended human life_expectancy improved quality_life however ensure sustainable_future must move towards less oxidative chemical processes incorporate ch4co2 redox chemistry circular economy transition linear fossil fueldependent economy circular bioeconomy reforestation recovery degraded lands essential alongside shift towards green sustainable chemistry earths dynamic chemistry governed principles thermodynamics kinetics science alone insufficient achieving global sustainability requires coordinated economic political social decisions recognize earths limited resources oxidative nature together efforts position humanity meet challenges climate_change secure sustainable_future,academic
"['heatwaves', 'increasingly', 'common', 'environmental', 'event', 'linked', 'climate_change', 'abnormally', 'high', 'heatwave', 'temperatures', 'affect', 'several', 'mosquito', 'vector', 'traits', 'determinants', 'pathogen', 'transmission', 'understanding', 'mosquitoes', 'adapt', 'high', 'heat', 'vital', 'global', 'public_health', 'rna', 'methylation', 'key', 'cellular', 'mechanism', 'stress', 'response', 'adaptation', 'remains', 'understudied', 'mosquito', 'vector', 'competence', 'heat_stress', 'responses', 'investigates', 'role', 'rna', 'methylation', 'mosquito', 'responses', 'heatwaves', 'influence', 'denv2', 'vector', 'competence', 'heatwaveexposed', 'denvinfected', 'mosquitoes', 'presented', 'lower', 'survivorship', 'lower', 'antiviral', 'transcriptional', 'response', 'developed', 'high', 'infection', 'rates', 'increased', 'life_expectancy', 'infected', 'mosquitoes', 'period', 'highest', 'virus', 'transmissibility', 'contrast', 'inhibition', 'rna', 'methylation', 'heatwavetreated', 'mosquitoes', 'increased', 'survivorship', 'antiviral', 'transcriptional', 'response', 'reducing', 'infection', 'prevalence', 'indicate', 'rna', 'methylation', 'background', 'mosquitoes', 'favors', 'vector', 'competence', 'denv2', 'heatwave', 'exposure', 'points', 'towards', 'possible', 'interventions', 'countermeasure', 'effect', 'climate_change', 'denv', 'transmission']",heatwaves increasingly common environmental event linked climate_change abnormally high heatwave temperatures affect several mosquito vector traits determinants pathogen transmission understanding mosquitoes adapt high heat vital global public_health rna methylation key cellular mechanism stress response adaptation remains understudied mosquito vector competence heat_stress responses investigates role rna methylation mosquito responses heatwaves influence denv2 vector competence heatwaveexposed denvinfected mosquitoes presented lower survivorship lower antiviral transcriptional response developed high infection rates increased life_expectancy infected mosquitoes period highest virus transmissibility contrast inhibition rna methylation heatwavetreated mosquitoes increased survivorship antiviral transcriptional response reducing infection prevalence indicate rna methylation background mosquitoes favors vector competence denv2 heatwave exposure points towards possible interventions countermeasure effect climate_change denv transmission,academic
"['sedimentation', 'processes', 'continuously', 'occurring', 'reservoirs', 'jeopardize', 'functionality', 'compromise', 'dam', 'safety', 'climate_change', 'hydrologic', 'uncertainty', 'introducing', 'additional', 'stressors', 'reservoirs', 'several', 'approaching', 'end', 'design', 'life', 'army', 'corps', 'engineers', 'usace', 'developed', 'enhancing', 'reservoir', 'sedimentation', 'information', 'climate', 'preparedness', 'resilience', 'rsi', 'system', 'improve', 'reservoir', 'storage', 'information', 'evaluate', 'reservoir', 'aggradation', 'life_expectancy', 'trends', 'improve', 'climate', 'preparedness', 'resilience', 'objective', 'detect', 'anomalous', 'records', 'identify', 'multivariate', 'relationships', 'rsi', '184', 'reservoirs', 'watershed', 'variables', 'related', 'erosion', 'sedimentation', 'processes', 'topography', 'land_use', 'precipitation', 'descriptors', 'analyses', 'included', 'preliminary', 'filtering', 'autonomous', 'anomaly', 'detection', 'aad', 'kolmogorovsmirnov', 'efran', 'kse', 'anomaly', 'detection', 'principal', 'component', 'pca', 'pca', 'indicated', 'sedimentation', 'rates', 'capacity', 'losses', 'strong', 'relationships', 'drainage', 'basin', 'size', 'runoff', 'processes', 'curve', 'number', 'independent', 'elevationrelated', 'properties', 'total', 'reservoirs', 'anomalous', 'records', 'detected', 'variables', 'large', 'zscores', 'anomalous', 'records', 'likely', 'contributing', 'detection', 'related', 'elevation', 'characteristics', 'watershed', 'channel', 'slopes', 'minimum', 'elevation', 'precipitation', 'trends', 'maximum', 'cumulative', 'monthly', 'precipitation', 'dam', 'properties', 'time', 'since', 'dam', 'completion', 'initial', 'trap', 'efficiency', 'curve', 'number', 'enable', 'refinement', 'rsi', 'dataset', 'provide', 'reliable', 'information', 'regarding', 'usace', 'reservoir', 'conditions', 'support', 'development', 'indicators', 'related', 'climate', 'changes', 'impact', 'sedimentation']",sedimentation processes continuously occurring reservoirs jeopardize functionality compromise dam safety climate_change hydrologic uncertainty introducing additional stressors reservoirs several approaching end design life army corps engineers usace developed enhancing reservoir sedimentation information climate preparedness resilience rsi system improve reservoir storage information evaluate reservoir aggradation life_expectancy trends improve climate preparedness resilience objective detect anomalous records identify multivariate relationships rsi 184 reservoirs watershed variables related erosion sedimentation processes topography land_use precipitation descriptors analyses included preliminary filtering autonomous anomaly detection aad kolmogorovsmirnov efran kse anomaly detection principal component pca pca indicated sedimentation rates capacity losses strong relationships drainage basin size runoff processes curve number independent elevationrelated properties total reservoirs anomalous records detected variables large zscores anomalous records likely contributing detection related elevation characteristics watershed channel slopes minimum elevation precipitation trends maximum cumulative monthly precipitation dam properties time since dam completion initial trap efficiency curve number enable refinement rsi dataset provide reliable information regarding usace reservoir conditions support development indicators related climate changes impact sedimentation,academic
"['páramos', 'high', 'mountain', 'ecosystems', 'tropical', 'regions', 'new', 'world', 'particularly', 'threatened', 'climate_change', 'belmira', 'páramo', 'complex', 'colombia', 'home', 'mesamphiagrion', 'gaudiimontanum', 'endemic', 'endangered', 'damselfly', 'species', 'presents', 'first', 'demographic', 'assessment', 'gaudiimontanum', 'using', 'capturerecapture', 'estimate', 'population', 'size', 'survival', 'detection', 'probabilities', 'focusing', 'differences', 'age', 'sex', 'female', 'color', 'morphs', 'parasite', 'infestation', 'population', 'size', 'estimated', '730', '18659', 'individuals', 'average', 'survival', 'probability', '089', '004', 'life_expectancy', '834', 'days', 'like', 'reported', 'populations', 'genus', 'harsh', 'environmental_conditions', 'ectoparasitic', 'mites', 'common', 'juveniles', 'adults', 'several', 'hours', 'observing', 'species', 'copula', 'events', 'recorded', 'involving', 'juvenile', 'adult', 'females', 'points', 'monandrous', 'reproduction', 'syndrome', 'species', 'another', 'phenomenon', 'observed', 'species', 'change', 'coloration', 'due', 'body', 'temperature', 'individuals', 'bright', 'coloration', 'becomes', 'grayish', 'cold', 'weather', 'provides', 'fundamental', 'future', 'monitoring', 'conservation', 'efforts', 'highlighting', 'species', 'vulnerability', 'environmental', 'changes', 'need', 'specific', 'conservation', 'strategies']",páramos high mountain ecosystems tropical regions new world particularly threatened climate_change belmira páramo complex colombia home mesamphiagrion gaudiimontanum endemic endangered damselfly species presents first demographic assessment gaudiimontanum using capturerecapture estimate population size survival detection probabilities focusing differences age sex female color morphs parasite infestation population size estimated 730 18659 individuals average survival probability 089 004 life_expectancy 834 days like reported populations genus harsh environmental_conditions ectoparasitic mites common juveniles adults several hours observing species copula events recorded involving juvenile adult females points monandrous reproduction syndrome species another phenomenon observed species change coloration due body temperature individuals bright coloration becomes grayish cold weather provides fundamental future monitoring conservation efforts highlighting species vulnerability environmental changes need specific conservation strategies,academic
"['lowincome', 'neighbourhoods', 'cities', 'often', 'poorlyplanned', 'spaces', 'exacerbate', 'socioeconomic', 'disparities', 'residents', 'face', 'inequities', 'also', 'impact', 'health', 'especially', 'communities', 'global', 'south', 'vulnerable', 'impacts', 'climate_change', 'one', 'example', 'inadequately', 'planned', 'rehabilitation', 'neighbourhood', 'natwar', 'parekh', 'mumbais', 'govandi', '000', 'former', 'slum', 'dwellers', 'population', 'tier', 'city', 'crammed', 'sevenstorey', 'buildings', 'homes', 'little', 'access', 'sunlight', 'ventilation', 'area', 'flanked', 'asias', 'largest', 'landfill', 'polluting', 'industries', 'creating', 'unhealthy', 'environment', 'poor', 'air_quality', 'contamination', 'tuberculosis', 'diseases', 'rise', 'average_life', 'expectancy', 'years', 'almost', 'half', 'national', 'average', 'govandi', 'ghettoised', 'neglected', 'rest', 'mumbai', 'children', 'grew', 'hesitate', 'mention', 'address', 'stigma', 'attached', 'living', 'burdened', 'shame', 'loss', 'govandis', 'youth', 'came', 'together', 'seven', 'years', 'ago', 'work', 'group', 'artists', 'urban', 'practitioners', 'community', 'design', 'agency', 'cda', 'social', 'design', 'organisation', 'reimagine', 'neighbourhood', 'together', 'redesigned', 'garbagefilled', 'alleyways', 'accessible', 'streets', 'painted', 'vibrant', 'murals', 'held', 'firstever', 'govandi', 'arts', 'festival', 'allowed', 'redefine', 'narratives', 'place', 'call', 'home', 'initiatives', 'brought', 'community', 'closer', 'made', 'resilient', 'even', 'prompted', 'spatial', 'improvements', 'city', 'authorities', 'forced', 'turn', 'gaze', 'essay', 'explores', 'interlinkages', 'spatial', 'improvements', 'via', 'arts', 'placemaking', 'initiatives', 'effects', 'physical', 'emotional', 'wellbeing', 'govandis', 'youth', 'urban', 'practitioners', 'natasha', 'sharma', 'sandra', 'alexander', 'cda', 'explore', 'methodologies', 'regenerative', 'placemaking', 'vulnerable', 'neighbourhood']",lowincome neighbourhoods cities often poorlyplanned spaces exacerbate socioeconomic disparities residents face inequities also impact health especially communities global south vulnerable impacts climate_change one example inadequately planned rehabilitation neighbourhood natwar parekh mumbais govandi 000 former slum dwellers population tier city crammed sevenstorey buildings homes little access sunlight ventilation area flanked asias largest landfill polluting industries creating unhealthy environment poor air_quality contamination tuberculosis diseases rise average_life expectancy years almost half national average govandi ghettoised neglected rest mumbai children grew hesitate mention address stigma attached living burdened shame loss govandis youth came together seven years ago work group artists urban practitioners community design agency cda social design organisation reimagine neighbourhood together redesigned garbagefilled alleyways accessible streets painted vibrant murals held firstever govandi arts festival allowed redefine narratives place call home initiatives brought community closer made resilient even prompted spatial improvements city authorities forced turn gaze essay explores interlinkages spatial improvements via arts placemaking initiatives effects physical emotional wellbeing govandis youth urban practitioners natasha sharma sandra alexander cda explore methodologies regenerative placemaking vulnerable neighbourhood,academic
"['algae', 'great', 'therapeutic', 'value', 'attracted', 'great', 'deal', 'attention', 'due', 'abundance', 'bioactive', 'compounds', 'contain', 'may', 'key', 'fighting', 'diseases', 'various', 'origins', 'skin', 'cancer', 'breast', 'cancer', 'osteosarcoma', 'regard', 'global', 'trends', 'indicate', 'cancer', 'likely', 'become', 'leading', 'cause', 'death', 'main', 'obstacle', 'increased', 'life_expectancy', '21st_century', 'related', 'multiple', 'factors', 'including', 'various', 'effects', 'climate_change', 'continue', 'cause', 'afflictions', 'human_health', 'excess', 'exposure', 'ultraviolet_radiation', 'uvr', 'causes', 'damage', 'dna', 'proteins', 'enzymes', 'various', 'cellular', 'structures', 'leads', 'development', 'cancer', 'premature', 'aging', 'skin', 'wrinkles', 'dryness', 'dilation', 'blood', 'vessels', 'loss', 'collagen', 'elastin', 'alterations', 'immune', 'system', 'addition', 'multidrug', 'resistance', 'mdr', 'characterized', 'overexpression', 'efflux', 'pumps', 'pglycoprotein', 'pgp', 'expel', 'chemotherapeutic', 'drugs', 'cancer', 'cell', 'main', 'obstacle', 'efficacy', 'molecules', 'inhibit', 'efflux', 'pumps', 'coadministered', 'antineoplastic', 'agents', 'glycolipids', 'mycosporinlike', 'amino', 'acids', 'glycolipids', 'isolated', 'sargassum', 'shown', 'important', 'role', 'potential', 'anticancer', 'agents', 'show', 'glycolipids', 'mycosporinlike', 'amino', 'acids', 'present', 'brown', 'algae', 'genus', 'sargassum', 'exhibit', 'cytotoxic', 'effects', 'different', 'types', 'cancer', 'breast', 'cancer', 'leukemia', 'osteosarcoma', 'key', 'criterion', 'considered', 'natural', 'anticancer', 'strategy', 'indepth', 'vitro', 'needed', 'represent', 'vivo', 'level', 'well', 'validation', 'preclinical', 'assays']",algae great therapeutic value attracted great deal attention due abundance bioactive compounds contain may key fighting diseases various origins skin cancer breast cancer osteosarcoma regard global trends indicate cancer likely become leading cause death main obstacle increased life_expectancy 21st_century related multiple factors including various effects climate_change continue cause afflictions human_health excess exposure ultraviolet_radiation uvr causes damage dna proteins enzymes various cellular structures leads development cancer premature aging skin wrinkles dryness dilation blood vessels loss collagen elastin alterations immune system addition multidrug resistance mdr characterized overexpression efflux pumps pglycoprotein pgp expel chemotherapeutic drugs cancer cell main obstacle efficacy molecules inhibit efflux pumps coadministered antineoplastic agents glycolipids mycosporinlike amino acids glycolipids isolated sargassum shown important role potential anticancer agents show glycolipids mycosporinlike amino acids present brown algae genus sargassum exhibit cytotoxic effects different types cancer breast cancer leukemia osteosarcoma key criterion considered natural anticancer strategy indepth vitro needed represent vivo level well validation preclinical assays,academic
"['coronavirus', 'disease', '2019', 'covid19', 'receding', 'many', 'countries', 'pondering', 'postpandemic', 'economy', 'look', 'like', 'advocate', 'inclusive', 'stakeholder', 'model', 'capitalism', 'others', 'caution', 'would', 'insufficient', 'deal', 'prepandemic', 'crises', 'income', 'inequality', 'climate_change', 'many', 'countries', 'emphasize', 'green', 'recovery', 'improved', 'funding', 'health', 'social_protection', 'progressive', 'tax', 'reform', 'fiscal', 'policy', 'innovations', 'needed', 'concern', 'world', 'already', 'tilting', 'towards', 'new', 'round', 'austerity', 'fundamentally', 'capitalist', 'growth', 'economy', 'rests', 'levels', 'material', 'consumption', 'unsustainable', 'inequitable', 'radical', 'proposals', 'thus', 'urge', 'degrowth', 'policies', 'reduce', 'consumption_levels', 'redistributing', 'wealth', 'income', 'allow', 'poorer', 'half', 'humanity', 'achieve', 'ethical', 'life_expectancy', 'policy', 'tools', 'need', 'activist', 'public_health', 'movement', 'ensure', 'sufficient', 'political', 'adopt']",coronavirus disease 2019 covid19 receding many countries pondering postpandemic economy look like advocate inclusive stakeholder model capitalism others caution would insufficient deal prepandemic crises income inequality climate_change many countries emphasize green recovery improved funding health social_protection progressive tax reform fiscal policy innovations needed concern world already tilting towards new round austerity fundamentally capitalist growth economy rests levels material consumption unsustainable inequitable radical proposals thus urge degrowth policies reduce consumption_levels redistributing wealth income allow poorer half humanity achieve ethical life_expectancy policy tools need activist public_health movement ensure sufficient political adopt,academic
"['delayed', 'maturity', 'low', 'fecundity', 'high', 'adult', 'survival', 'traits', 'typical', 'species', 'longlife', 'expectancy', 'species', 'even', 'small', 'change', 'adult', 'survival', 'strongly', 'affect', 'population', 'dynamics', 'viability', 'examined', 'effects', 'regional', 'local', 'climatic', 'variability', 'adult', 'survival', 'little', 'auk', 'longlived', 'numerous', 'arctic', 'seabird', 'species', 'conducted', 'markresighting', 'period', 'years', '20062013', 'simultaneously', 'three', 'little', 'auk', 'breeding', 'sites', 'influenced', 'west', 'spitsbergen', 'current', 'main', 'carrier', 'warm', 'atlantic', 'water', 'arctic', 'found', 'survival', 'adult', 'little', 'auks', 'negatively', 'correlated', 'north', 'atlantic', 'oscillation', 'nao', 'index', 'local', 'summer', 'sea', 'surface_temperature', 'sst', 'time', 'lag', 'year', 'respectively', 'effects', 'nao', 'sst', 'likely', 'mediated', 'change', 'food', 'quality', 'andor', 'availability', 'reproduction', 'growth', 'development', 'arctic', 'calanus', 'copepods', 'main', 'prey', 'little', 'auks', 'negatively', 'influenced', 'reduction', 'sea', 'ice', 'reduced', 'ice', 'algal', 'production', 'earlier', 'shorter', 'lasting', 'spring', 'bloom', 'result', 'increased', 'nao', 'high', 'sea', 'surface_temperature', 'shortens', 'reproductive', 'period', 'arctic', 'calanus', 'decreasing', 'number', 'eggs', 'produced', 'synchronous', 'variation', 'survival', 'rates', 'different', 'colonies', 'indicates', 'climatic', 'forcing', 'similar', 'throughout', 'area', 'findings_suggest', 'predicted', 'warmer', 'climate', 'arctic', 'negatively', 'affect', 'population', 'dynamics', 'little', 'auk', 'high', 'arctic', 'avian', 'predator']",delayed maturity low fecundity high adult survival traits typical species longlife expectancy species even small change adult survival strongly affect population dynamics viability examined effects regional local climatic variability adult survival little auk longlived numerous arctic seabird species conducted markresighting period years 20062013 simultaneously three little auk breeding sites influenced west spitsbergen current main carrier warm atlantic water arctic found survival adult little auks negatively correlated north atlantic oscillation nao index local summer sea surface_temperature sst time lag year respectively effects nao sst likely mediated change food quality andor availability reproduction growth development arctic calanus copepods main prey little auks negatively influenced reduction sea ice reduced ice algal production earlier shorter lasting spring bloom result increased nao high sea surface_temperature shortens reproductive period arctic calanus decreasing number eggs produced synchronous variation survival rates different colonies indicates climatic forcing similar throughout area findings_suggest predicted warmer climate arctic negatively affect population dynamics little auk high arctic avian predator,academic
"['world', 'needs', 'move', 'quickly', 'towards', 'sustainability', 'characterize', 'production', 'consumption', 'patterns', 'global', 'economic_growth', 'built', 'natural_resources', 'biodiversity', 'centuries', 'resulted', 'two', 'main', 'issues', 'environmental_degradation', 'climate_change', 'created', 'big', 'challenge', 'recent_decades', 'related', 'balancing', 'economic_growth', 'environmental', 'quality', 'preservation', 'hot', 'topic', 'capturing', 'interest', 'researchers', 'different', 'disciplines', 'one', 'possible', 'ways', 'reduce', 'environmental_degradation', 'enhancing', 'economic_growth', 'investing', 'human_capital', 'investigates', 'determinants', 'ecological', 'footprint', 'proxy', 'environmental', 'quality', 'algeria', '1980', '2017', 'using', 'several', 'economic', 'indicators', 'another', 'objective', 'present', 'assess', 'education', 'life_expectancy', 'social', 'indicators', 'influence', 'environmental', 'quality', 'autoregressive', 'distributed', 'lags', 'ardl', 'used', 'estimate', 'constructed', 'environmental_degradation', 'models', 'expected', 'obtained', 'findings', 'show', 'import', 'significant', 'factor', 'reduces', 'ecological', 'footprint', 'long', 'shortrun', 'contrary', 'economic_growth', 'energy', 'use', 'export', 'natural_resources', 'rent', 'moreover', 'findings', 'show', 'education', 'life_expectancy', 'increase', 'environmental_degradation', 'shortrun', 'however', 'life_expectancy', 'keeps', 'increasing', 'environmental_degradation', 'longrun', 'education', 'reduces', 'light', 'findings', 'current', 'provides', 'several', 'recommendations', 'better', 'management', 'countrys', 'natural', 'human', 'resources', 'could', 'help', 'policymakers', 'directing', 'country', 'towards', 'sustainable_development']",world needs move quickly towards sustainability characterize production consumption patterns global economic_growth built natural_resources biodiversity centuries resulted two main issues environmental_degradation climate_change created big challenge recent_decades related balancing economic_growth environmental quality preservation hot topic capturing interest researchers different disciplines one possible ways reduce environmental_degradation enhancing economic_growth investing human_capital investigates determinants ecological footprint proxy environmental quality algeria 1980 2017 using several economic indicators another objective present assess education life_expectancy social indicators influence environmental quality autoregressive distributed lags ardl used estimate constructed environmental_degradation models expected obtained findings show import significant factor reduces ecological footprint long shortrun contrary economic_growth energy use export natural_resources rent moreover findings show education life_expectancy increase environmental_degradation shortrun however life_expectancy keeps increasing environmental_degradation longrun education reduces light findings current provides several recommendations better management countrys natural human resources could help policymakers directing country towards sustainable_development,academic
